=== Class Histogram (HotSpot DiagnosticCommand) ===
Platform  : JDK=17 vendor=Oracle Corporation vm=Java HotSpot(TM) 64-Bit Server VM pid=52983 graalNative=false j9=false
Process   : 52983@kr15py
Time      : Wed Sep 16 11:29:41 AEST 2026

 num     #instances         #bytes  class name (module)
 663:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer (java.management@17.0.15)
 664:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl (java.management@17.0.15)
 665:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@17.0.15)
 666:             1             40  com.sun.management.internal.OperatingSystemImpl$ProcessCpuTicks (jdk.management@17.0.15)
 667:             1             40  com.sun.management.internal.OperatingSystemImpl$SystemCpuTicks (jdk.management@17.0.15)
 668:             1             40  com.sun.tools.javac.resources.ct (jdk.compiler@17.0.15)
 669:             1             40  java.io.BufferedInputStream (java.base@17.0.15)
 670:             1             40  java.io.FilePermission (java.base@17.0.15)
 671:             1             40  java.lang.ArithmeticException (java.base@17.0.15)
 672:             1             40  java.lang.Package$VersionInfo (java.base@17.0.15)
 673:             1             40  java.lang.VirtualMachineError (java.base@17.0.15)
 674:             1             40  java.lang.invoke.DirectMethodHandle$Special (java.base@17.0.15)
 675:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@17.0.15)
 676:             1             40  java.net.InetAddress$CachedAddresses (java.base@17.0.15)
 677:             1             40  java.text.DigitList (java.base@17.0.15)
 678:             1             40  java.time.zone.ZoneRules (java.base@17.0.15)
 679:             1             40  java.util.ResourceBundle$2 (java.base@17.0.15)
 680:             1             40  jdk.internal.loader.URLClassPath (java.base@17.0.15)
 681:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@17.0.15)
 682:             1             40  jdk.nio.zipfs.ZipFileSystem$IndexNode (jdk.zipfs@17.0.15)
 683:             1             40  sun.text.resources.cldr.FormatData (java.base@17.0.15)
 684:             1             40  sun.text.resources.cldr.FormatData_en (java.base@17.0.15)
 685:             1             40  sun.text.resources.cldr.ext.FormatData_en_001 (jdk.localedata@17.0.15)
 686:             1             40  sun.text.resources.cldr.ext.FormatData_en_AU (jdk.localedata@17.0.15)
 687:             1             40  sun.util.locale.InternalLocaleBuilder (java.base@17.0.15)
 688:             1             40  sun.util.resources.Bundles$1 (java.base@17.0.15)
 689:             1             32  [Lcom.ibm.oomwatchdog.model.OomRiskLevel;
 690:             1             32  [Lcom.sun.tools.javac.code.Attribute$RetentionPolicy; (jdk.compiler@17.0.15)
 691:             1             32  [Lcom.sun.tools.javac.code.BoundKind; (jdk.compiler@17.0.15)
 692:             1             32  [Lcom.sun.tools.javac.code.Kinds$Kind$Category; (jdk.compiler@17.0.15)
 693:             1             32  [Lcom.sun.tools.javac.code.Type$UndetVar$Kind; (jdk.compiler@17.0.15)
 694:             1             32  [Lcom.sun.tools.javac.code.TypeAnnotationPosition$TypePathEntryKind; (jdk.compiler@17.0.15)
 695:             1             32  [Lcom.sun.tools.javac.comp.Attr$CheckMode; (jdk.compiler@17.0.15)
 696:             1             32  [Lcom.sun.tools.javac.comp.DeferredAttr$AttributionMode; (jdk.compiler@17.0.15)
 697:             1             32  [Lcom.sun.tools.javac.comp.Flow$BaseAnalyzer$JumpKind; (jdk.compiler@17.0.15)
 698:             1             32  [Lcom.sun.tools.javac.comp.Flow$Liveness; (jdk.compiler@17.0.15)
 699:             1             32  [Lcom.sun.tools.javac.comp.Infer$GraphInferenceSteps; (jdk.compiler@17.0.15)
 700:             1             32  [Lcom.sun.tools.javac.comp.Operators$ComparisonKind; (jdk.compiler@17.0.15)
 701:             1             32  [Lcom.sun.tools.javac.comp.Resolve$MethodCheckDiag; (jdk.compiler@17.0.15)
 702:             1             32  [Lcom.sun.tools.javac.comp.Resolve$MethodResolutionPhase; (jdk.compiler@17.0.15)
 703:             1             32  [Lcom.sun.tools.javac.comp.Resolve$ReferenceLookupResult$StaticKind; (jdk.compiler@17.0.15)
 704:             1             32  [Lcom.sun.tools.javac.jvm.Code$StackMapFormat; (jdk.compiler@17.0.15)
 705:             1             32  [Lcom.sun.tools.javac.jvm.Profile; (jdk.compiler@17.0.15)
 706:             1             32  [Lcom.sun.tools.javac.main.Arguments$ErrorMode; (jdk.compiler@17.0.15)
 707:             1             32  [Lcom.sun.tools.javac.main.JavaCompiler$CompilePolicy; (jdk.compiler@17.0.15)
 708:             1             32  [Lcom.sun.tools.javac.main.JavaCompiler$ImplicitSourcePolicy; (jdk.compiler@17.0.15)
 709:             1             32  [Lcom.sun.tools.javac.main.Option$ArgKind; (jdk.compiler@17.0.15)
 710:             1             32  [Lcom.sun.tools.javac.main.Option$OptionGroup; (jdk.compiler@17.0.15)
 711:             1             32  [Lcom.sun.tools.javac.main.Option$OptionKind; (jdk.compiler@17.0.15)
 712:             1             32  [Lcom.sun.tools.javac.main.Option$PkgInfo; (jdk.compiler@17.0.15)
 713:             1             32  [Lcom.sun.tools.javac.parser.JavacParser$ParensResult; (jdk.compiler@17.0.15)
 714:             1             32  [Lcom.sun.tools.javac.parser.Tokens$Comment$CommentStyle; (jdk.compiler@17.0.15)
 715:             1             32  [Lcom.sun.tools.javac.parser.Tokens$Token$Tag; (jdk.compiler@17.0.15)
 716:             1             32  [Lcom.sun.tools.javac.util.Bits$BitsState; (jdk.compiler@17.0.15)
 717:             1             32  [Lcom.sun.tools.javac.util.JCDiagnostic$DiagnosticType; (jdk.compiler@17.0.15)
 718:             1             32  [Ljava.lang.ThreadGroup; (java.base@17.0.15)
 719:             1             32  [Ljava.lang.management.MemoryManagerMXBean; (java.management@17.0.15)
 720:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@17.0.15)
 721:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@17.0.15)
 722:             1             32  [Ljava.nio.file.AccessMode; (java.base@17.0.15)
 723:             1             32  [Ljava.nio.file.FileTreeWalker$EventType; (java.base@17.0.15)
 724:             1             32  [Ljava.nio.file.FileVisitResult; (java.base@17.0.15)
 725:             1             32  [Ljava.text.Normalizer$Form; (java.base@17.0.15)
 726:             1             32  [Ljava.time.zone.ZoneOffsetTransitionRule$TimeDefinition; (java.base@17.0.15)
 727:             1             32  [Ljava.util.Map$Entry; (java.base@17.0.15)
 728:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@17.0.15)
 729:             1             32  [Ljava.util.stream.MatchOps$MatchKind; (java.base@17.0.15)
 730:             1             32  [Ljava.util.stream.StreamShape; (java.base@17.0.15)
 731:             1             32  [Ljavax.lang.model.element.NestingKind; (java.compiler@17.0.15)
 732:             1             32  [Ljdk.internal.icu.util.CodePointTrie$ValueWidth; (java.base@17.0.15)
 733:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@17.0.15)
 734:             1             32  [Ljdk.internal.math.FormattedFloatingDecimal$Form; (java.base@17.0.15)
 735:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@17.0.15)
 736:             1             32  [[Lcom.sun.tools.javac.util.JCDiagnostic$Fragment; (jdk.compiler@17.0.15)
 737:             1             32  com.ibm.oomwatchdog.collector.MxBeanDiagnosticsCollector
 738:             1             32  com.ibm.oomwatchdog.harness.DynamicOomClassGenerator
 739:             1             32  com.sun.jmx.mbeanserver.Repository (java.management@17.0.15)
 740:             1             32  com.sun.management.internal.OperatingSystemImpl (jdk.management@17.0.15)
 741:             1             32  com.sun.tools.javac.code.Scope$Entry (jdk.compiler@17.0.15)
 742:             1             32  com.sun.tools.javac.comp.Annotate$AnnotationTypeMetadata$1 (jdk.compiler@17.0.15)
 743:             1             32  com.sun.tools.javac.jvm.Profile$1 (jdk.compiler@17.0.15)
 744:             1             32  com.sun.tools.javac.parser.Tokens$Token (jdk.compiler@17.0.15)
 745:             1             32  java.io.FileInputStream (java.base@17.0.15)
 746:             1             32  java.io.RandomAccessFile (java.base@17.0.15)
 747:             1             32  java.io.UnixFileSystem (java.base@17.0.15)
 748:             2             32  java.lang.Boolean (java.base@17.0.15)
 749:             2             32  java.lang.ClassValue$Identity (java.base@17.0.15)
 750:             1             32  java.lang.Module$ArchivedData (java.base@17.0.15)
 751:             2             32  java.lang.Shutdown$Lock (java.base@17.0.15)
 752:             1             32  java.lang.invoke.MethodHandleNatives$CallSiteContext (java.base@17.0.15)
 753:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@17.0.15)
 754:             1             32  java.net.InetAddress$CachedLocalHost (java.base@17.0.15)
 755:             2             32  java.nio.ByteOrder (java.base@17.0.15)
 756:             2             32  java.security.AllPermissionCollection (java.base@17.0.15)
 757:             1             32  java.text.DontCareFieldPosition (java.base@17.0.15)
 758:             1             32  java.util.ArrayList$Itr (java.base@17.0.15)
 759:             1             32  java.util.Collections$SynchronizedMap (java.base@17.0.15)
 760:             1             32  java.util.Formatter (java.base@17.0.15)
 761:             2             32  java.util.HashMap$Values (java.base@17.0.15)
 762:             2             32  java.util.IdentityHashMap$KeySet (java.base@17.0.15)
 763:             1             32  java.util.LinkedList (java.base@17.0.15)
 764:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@17.0.15)
 765:             1             32  java.util.ServiceLoader$ProviderImpl (java.base@17.0.15)
 766:             2             32  java.util.WeakHashMap$KeySet (java.base@17.0.15)
 767:             2             32  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@17.0.15)
 768:             1             32  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@17.0.15)
 769:             1             32  java.util.concurrent.SynchronousQueue (java.base@17.0.15)
 770:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@17.0.15)
 771:             1             32  java.util.concurrent.atomic.LongAdder (java.base@17.0.15)
 772:             1             32  java.util.logging.LogManager$SystemLoggerContext (java.logging@17.0.15)
 773:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@17.0.15)
 774:             1             32  java.util.zip.ZipFile$CleanableResource (java.base@17.0.15)
 775:             2             32  jdk.internal.icu.text.NormalizerBase$ModeImpl (java.base@17.0.15)
 776:             1             32  jdk.internal.jrtfs.JrtFileSystem (java.base@17.0.15)
 777:             1             32  jdk.internal.jrtfs.JrtPath (java.base@17.0.15)
 778:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@17.0.15)
 779:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@17.0.15)
 780:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@17.0.15)
 781:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@17.0.15)
 782:             2             32  sun.net.www.protocol.jar.Handler (java.base@17.0.15)
 783:             1             32  sun.nio.fs.MacOSXFileSystem (java.base@17.0.15)
 784:             2             32  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@17.0.15)
 785:             1             32  sun.nio.fs.UnixFileKey (java.base@17.0.15)
 786:             2             32  sun.util.logging.internal.LoggingProviderImpl$JULWrapper (java.logging@17.0.15)
 787:             2             32  sun.util.resources.LocaleData (java.base@17.0.15)
 788:             1             24  [Lcom.sun.source.tree.MemberReferenceTree$ReferenceMode; (jdk.compiler@17.0.15)
 789:             1             24  [Lcom.sun.tools.javac.api.DiagnosticFormatter$Configuration$MultilineLimit; (jdk.compiler@17.0.15)
 790:             1             24  [Lcom.sun.tools.javac.code.Scope$LookupKind; (jdk.compiler@17.0.15)
 791:             1             24  [Lcom.sun.tools.javac.code.Source$Feature$DiagKind; (jdk.compiler@17.0.15)
 792:             1             24  [Lcom.sun.tools.javac.code.Types$ProjectionKind; (jdk.compiler@17.0.15)
 793:             1             24  [Lcom.sun.tools.javac.comp.DeferredAttr$AttrMode; (jdk.compiler@17.0.15)
 794:             1             24  [Lcom.sun.tools.javac.comp.Flow$FlowKind; (jdk.compiler@17.0.15)
 795:             1             24  [Lcom.sun.tools.javac.comp.Infer$IncorporationBinaryOpKind; (jdk.compiler@17.0.15)
 796:             1             24  [Lcom.sun.tools.javac.comp.Resolve$InterfaceLookupPhase; (jdk.compiler@17.0.15)
 797:             1             24  [Lcom.sun.tools.javac.main.Option$ChoiceKind; (jdk.compiler@17.0.15)
 798:             1             24  [Lcom.sun.tools.javac.tree.JCTree$JCOperatorExpression$OperandPos; (jdk.compiler@17.0.15)
 799:             1             24  [Lcom.sun.tools.javac.tree.JCTree$JCPolyExpression$PolyKind; (jdk.compiler@17.0.15)
 800:             1             24  [Lcom.sun.tools.javac.util.BasicDiagnosticFormatter$BasicConfiguration$SourcePosition; (jdk.compiler@17.0.15)
 801:             1             24  [Ljava.io.File$PathStatus; (java.base@17.0.15)
 802:             1             24  [Ljava.lang.ClassValue$Entry; (java.base@17.0.15)
 803:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@17.0.15)
 804:             1             24  [Ljava.net.URL; (java.base@17.0.15)
 805:             1             24  [Ljava.nio.file.FileVisitOption; (java.base@17.0.15)
 806:             1             24  [Ljava.nio.file.LinkOption; (java.base@17.0.15)
 807:             1             24  [Ljava.time.zone.ZoneOffsetTransition; (java.base@17.0.15)
 808:             1             24  [Ljava.util.Locale$Category; (java.base@17.0.15)
 809:             1             24  [Ljava.util.jar.Manifest; (java.base@17.0.15)
 810:             1             24  [Ljdk.internal.icu.util.CodePointTrie$Type; (java.base@17.0.15)
 811:             1             24  com.ibm.oomwatchdog.dump.CompositeDumpService
 812:             1             24  com.ibm.oomwatchdog.harness.HarnessAlertRecorder
 813:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport (java.management@17.0.15)
 814:             1             24  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeBuilderViaFrom (java.management@17.0.15)
 815:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup (java.management@17.0.15)
 816:             1             24  com.sun.jmx.remote.util.ClassLogger (java.management@17.0.15)
 817:             1             24  com.sun.management.internal.HotSpotThreadImpl (jdk.management@17.0.15)
 818:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@17.0.15)
 819:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@17.0.15)
 820:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@17.0.15)
 821:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@17.0.15)
 822:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@17.0.15)
 823:             1             24  com.sun.tools.javac.code.Type$1 (jdk.compiler@17.0.15)
 824:             1             24  com.sun.tools.javac.code.Type$2 (jdk.compiler@17.0.15)
 825:             1             24  com.sun.tools.javac.code.Type$3 (jdk.compiler@17.0.15)
 826:             1             24  com.sun.tools.javac.code.Type$JCNoType (jdk.compiler@17.0.15)
 827:             1             24  com.sun.tools.javac.code.Type$JCPrimitiveType (jdk.compiler@17.0.15)
 828:             1             24  com.sun.tools.javac.code.Type$UndetVar$InferenceBound$1 (jdk.compiler@17.0.15)
 829:             1             24  com.sun.tools.javac.code.Type$UndetVar$InferenceBound$2 (jdk.compiler@17.0.15)
 830:             1             24  com.sun.tools.javac.code.Type$UndetVar$InferenceBound$3 (jdk.compiler@17.0.15)
 831:             1             24  com.sun.tools.javac.code.TypeMetadata$Entry$Kind (jdk.compiler@17.0.15)
 832:             1             24  com.sun.tools.javac.code.Types$ProjectionKind$1 (jdk.compiler@17.0.15)
 833:             1             24  com.sun.tools.javac.code.Types$ProjectionKind$2 (jdk.compiler@17.0.15)
 834:             1             24  com.sun.tools.javac.comp.Attr$CheckMode (jdk.compiler@17.0.15)
 835:             1             24  com.sun.tools.javac.comp.Attr$CheckMode$1 (jdk.compiler@17.0.15)
 836:             1             24  com.sun.tools.javac.comp.Attr$CheckMode$2 (jdk.compiler@17.0.15)
 837:             1             24  com.sun.tools.javac.comp.Flow$BaseAnalyzer$JumpKind$1 (jdk.compiler@17.0.15)
 838:             1             24  com.sun.tools.javac.comp.Flow$BaseAnalyzer$JumpKind$2 (jdk.compiler@17.0.15)
 839:             1             24  com.sun.tools.javac.comp.Flow$BaseAnalyzer$JumpKind$3 (jdk.compiler@17.0.15)
 840:             1             24  com.sun.tools.javac.comp.Flow$Liveness$1 (jdk.compiler@17.0.15)
 841:             1             24  com.sun.tools.javac.comp.Flow$Liveness$2 (jdk.compiler@17.0.15)
 842:             1             24  com.sun.tools.javac.comp.Flow$Liveness$3 (jdk.compiler@17.0.15)
 843:             1             24  com.sun.tools.javac.comp.Infer$IncorporationBinaryOpKind$1 (jdk.compiler@17.0.15)
 844:             1             24  com.sun.tools.javac.comp.Infer$IncorporationBinaryOpKind$2 (jdk.compiler@17.0.15)
 845:             1             24  com.sun.tools.javac.comp.Infer$InferenceStep$1 (jdk.compiler@17.0.15)
 846:             1             24  com.sun.tools.javac.comp.Infer$InferenceStep$2 (jdk.compiler@17.0.15)
 847:             1             24  com.sun.tools.javac.comp.Infer$InferenceStep$3 (jdk.compiler@17.0.15)
 848:             1             24  com.sun.tools.javac.comp.Infer$InferenceStep$4 (jdk.compiler@17.0.15)
 849:             1             24  com.sun.tools.javac.comp.Infer$InferenceStep$5 (jdk.compiler@17.0.15)
 850:             1             24  com.sun.tools.javac.comp.Infer$InferenceStep$6 (jdk.compiler@17.0.15)
 851:             1             24  com.sun.tools.javac.comp.MatchBindingsComputer$MatchBindings (jdk.compiler@17.0.15)
 852:             1             24  com.sun.tools.javac.comp.Resolve$InterfaceLookupPhase$1 (jdk.compiler@17.0.15)
 853:             1             24  com.sun.tools.javac.comp.Resolve$InterfaceLookupPhase$2 (jdk.compiler@17.0.15)
 854:             1             24  com.sun.tools.javac.comp.Resolve$MethodResolutionPhase$1 (jdk.compiler@17.0.15)
 855:             1             24  com.sun.tools.javac.file.JRTIndex (jdk.compiler@17.0.15)
 856:             1             24  com.sun.tools.javac.file.JRTIndex$CtSym (jdk.compiler@17.0.15)
 857:             1             24  com.sun.tools.javac.jvm.Code$StackMapFormat (jdk.compiler@17.0.15)
 858:             1             24  com.sun.tools.javac.jvm.Code$StackMapFormat$1 (jdk.compiler@17.0.15)
 859:             1             24  com.sun.tools.javac.jvm.Code$StackMapFormat$2 (jdk.compiler@17.0.15)
 860:             1             24  com.sun.tools.javac.util.List$1 (jdk.compiler@17.0.15)
 861:             1             24  java.lang.Double (java.base@17.0.15)
 862:             1             24  java.lang.ProcessHandleImpl$$Lambda$2/0x000000a801042e30 (java.base@17.0.15)
 863:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@17.0.15)
 864:             1             24  java.lang.invoke.VarHandles$1 (java.base@17.0.15)
 865:             1             24  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@17.0.15)
 866:             1             24  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@17.0.15)
 867:             1             24  java.lang.management.DefaultPlatformMBeanProvider$11 (java.management@17.0.15)
 868:             1             24  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@17.0.15)
 869:             1             24  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@17.0.15)
 870:             1             24  java.lang.management.DefaultPlatformMBeanProvider$4 (java.management@17.0.15)
 871:             1             24  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@17.0.15)
 872:             1             24  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@17.0.15)
 873:             1             24  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@17.0.15)
 874:             1             24  java.lang.management.DefaultPlatformMBeanProvider$8 (java.management@17.0.15)
 875:             1             24  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@17.0.15)
 876:             1             24  java.lang.reflect.Proxy$1 (java.base@17.0.15)
 877:             1             24  java.net.Inet6AddressImpl (java.base@17.0.15)
 878:             1             24  java.nio.file.FileVisitOption (java.base@17.0.15)
 879:             1             24  java.nio.file.LinkOption (java.base@17.0.15)
 880:             1             24  java.time.ZoneRegion (java.base@17.0.15)
 881:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@17.0.15)
 882:             1             24  java.util.Arrays$ArrayItr (java.base@17.0.15)
 883:             1             24  java.util.Collections$EmptyMap (java.base@17.0.15)
 884:             1             24  java.util.Collections$SynchronizedCollection (java.base@17.0.15)
 885:             1             24  java.util.Locale$Cache (java.base@17.0.15)
 886:             1             24  java.util.OptionalInt (java.base@17.0.15)
 887:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@17.0.15)
 888:             1             24  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@17.0.15)
 889:             1             24  java.util.concurrent.Executors$DelegatedScheduledExecutorService (java.base@17.0.15)
 890:             1             24  java.util.concurrent.Executors$RunnableAdapter (java.base@17.0.15)
 891:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@17.0.15)
 892:             1             24  java.util.jar.Manifest (java.base@17.0.15)
 893:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@17.0.15)
 894:             1             24  java.util.regex.Pattern$CharProperty (java.base@17.0.15)
 895:             1             24  java.util.regex.Pattern$Dollar (java.base@17.0.15)
 896:             1             24  java.util.regex.Pattern$Slice (java.base@17.0.15)
 897:             1             24  java.util.regex.Pattern$StartS (java.base@17.0.15)
 898:             1             24  java.util.zip.Inflater$InflaterZStreamRef (java.base@17.0.15)
 899:             1             24  java.util.zip.ZipFile$Source$Key (java.base@17.0.15)
 900:             1             24  jdk.internal.icu.impl.Norm2AllModes (java.base@17.0.15)
 901:             1             24  jdk.internal.icu.impl.Norm2AllModes$ComposeNormalizer2 (java.base@17.0.15)
 902:             1             24  jdk.internal.icu.impl.Norm2AllModes$Norm2AllModesSingleton (java.base@17.0.15)
 903:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@17.0.15)
 904:             1             24  jdk.internal.module.ModuleHashes (java.base@17.0.15)
 905:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@17.0.15)
 906:             1             24  jdk.internal.ref.CleanerImpl (java.base@17.0.15)
 907:             1             24  jdk.jfr.internal.management.StreamManager (jdk.jfr@17.0.15)
 908:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@17.0.15)
 909:             1             24  jdk.nio.zipfs.ZipCoder$UTF8 (jdk.zipfs@17.0.15)
 910:             1             24  sun.management.CompilationImpl (java.management@17.0.15)
 911:             1             24  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess (java.management@17.0.15)
 912:             1             24  sun.management.ManagementFactoryHelper$PlatformLoggingImpl (java.management@17.0.15)
 913:             1             24  sun.management.MemoryImpl (java.management@17.0.15)
 914:             1             24  sun.management.RuntimeImpl (java.management@17.0.15)
 915:             1             24  sun.management.VMManagementImpl (java.management@17.0.15)
 916:             1             24  sun.nio.cs.ISO_8859_1 (java.base@17.0.15)
 917:             1             24  sun.nio.cs.StandardCharsets (java.base@17.0.15)
 918:             1             24  sun.nio.cs.US_ASCII (java.base@17.0.15)
 919:             1             24  sun.nio.cs.UTF_16 (java.base@17.0.15)
 920:             1             24  sun.nio.cs.UTF_16BE (java.base@17.0.15)
 921:             1             24  sun.nio.cs.UTF_16LE (java.base@17.0.15)
 922:             1             24  sun.nio.cs.UTF_8 (java.base@17.0.15)
 923:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@17.0.15)
 924:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@17.0.15)
 925:             1             24  sun.util.locale.BaseLocale$Cache (java.base@17.0.15)
 926:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@17.0.15)
 927:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@17.0.15)
 928:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@17.0.15)
 929:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@17.0.15)
 930:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@17.0.15)
 931:             1             16  [F (java.base@17.0.15)
 932:             1             16  [Lcom.sun.source.util.TaskListener; (jdk.compiler@17.0.15)
 933:             1             16  [Ljava.lang.Throwable; (java.base@17.0.15)
 934:             1             16  [Ljava.lang.management.LockInfo; (java.management@17.0.15)
 935:             1             16  [Ljava.lang.management.MonitorInfo; (java.management@17.0.15)
 936:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@17.0.15)
 937:             1             16  [Ljava.security.cert.Certificate; (java.base@17.0.15)
 938:             1             16  [Ljava.text.FieldPosition; (java.base@17.0.15)
 939:             1             16  [Ljava.util.logging.Handler; (java.logging@17.0.15)
 940:             1             16  com.ibm.oomwatchdog.alert.ConsoleAlertChannel
 941:             1             16  com.ibm.oomwatchdog.alert.FileLogAlertChannel
 942:             1             16  com.ibm.oomwatchdog.dump.strategy.ClassHistogramStrategy
 943:             1             16  com.ibm.oomwatchdog.dump.strategy.CoreDumpStrategy
 944:             1             16  com.ibm.oomwatchdog.dump.strategy.GraalNativeHeapDumpStrategy
 945:             1             16  com.ibm.oomwatchdog.dump.strategy.HotSpotHeapDumpStrategy
 946:             1             16  com.ibm.oomwatchdog.dump.strategy.J9HeapDumpStrategy
 947:             1             16  com.ibm.oomwatchdog.dump.strategy.ThreadDumpStrategy
 948:             1             16  com.ibm.oomwatchdog.harness.TestHarnessMain$$Lambda$29/0x000000a801009360
 949:             1             16  com.ibm.oomwatchdog.monitor.OomWatchdog$$Lambda$28/0x000000a801009140
 950:             1             16  com.ibm.oomwatchdog.monitor.OomWatchdog$$Lambda$30/0x000000a801009588
 951:             1             16  com.ibm.oomwatchdog.monitor.ThresholdRiskAssessor
 952:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1 (java.management@17.0.15)
 953:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory (java.management@17.0.15)
 954:             1             16  com.sun.jmx.mbeanserver.DescriptorCache (java.management@17.0.15)
 955:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder (java.management@17.0.15)
 956:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator (java.management@17.0.15)
 957:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector (java.management@17.0.15)
 958:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository (java.management@17.0.15)
 959:             1             16  com.sun.management.internal.HotSpotDiagnostic (jdk.management@17.0.15)
 960:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl (jdk.management@17.0.15)
 961:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$4/0x000000a8010471c8 (jdk.management@17.0.15)
 962:             1             16  com.sun.tools.doclint.DocLint$$Lambda$55/0x000000a801036000 (jdk.compiler@17.0.15)
 963:             1             16  com.sun.tools.javac.code.ClassFinder$$Lambda$108/0x000000a8010fb690 (jdk.compiler@17.0.15)
 964:             1             16  com.sun.tools.javac.code.DeferredCompletionFailureHandler$1$$Lambda$58/0x000000a80103abb8 (jdk.compiler@17.0.15)
 965:             1             16  com.sun.tools.javac.code.DeferredCompletionFailureHandler$1$$Lambda$60/0x000000a80103b258 (jdk.compiler@17.0.15)
 966:             1             16  com.sun.tools.javac.code.DeferredCompletionFailureHandler$2$$Lambda$201/0x000000a80113a530 (jdk.compiler@17.0.15)
 967:             1             16  com.sun.tools.javac.code.DeferredLintHandler$1 (jdk.compiler@17.0.15)
 968:             1             16  com.sun.tools.javac.code.Scope$FilterImportScope$$Lambda$185/0x000000a801132bc0 (jdk.compiler@17.0.15)
 969:             1             16  com.sun.tools.javac.code.Symbol$Completer$1 (jdk.compiler@17.0.15)
 970:             1             16  com.sun.tools.javac.code.Symbol$MethodSymbol$$Lambda$83/0x000000a8010e9a78 (jdk.compiler@17.0.15)
