=== Class Histogram (HotSpot DiagnosticCommand) ===
Platform  : JDK=17 vendor=Oracle Corporation vm=Java HotSpot(TM) 64-Bit Server VM pid=52983 graalNative=false j9=false
Process   : 52983@kr15py
Time      : Wed Sep 16 11:29:41 AEST 2026

 num     #instances         #bytes  class name (module)
 339:             8            128  java.util.concurrent.atomic.AtomicInteger (java.base@17.0.15)
 340:             4            128  java.util.concurrent.locks.ReentrantLock$NonfairSync (java.base@17.0.15)
 341:             4            128  java.util.stream.FindOps$FindOp (java.base@17.0.15)
 342:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base@17.0.15)
 343:             1            120  [[Ljava.lang.String; (java.base@17.0.15)
 344:             5            120  com.sun.tools.javac.api.DiagnosticFormatter$Configuration$DiagnosticPart (jdk.compiler@17.0.15)
 345:             5            120  com.sun.tools.javac.code.Directive$RequiresFlag (jdk.compiler@17.0.15)
 346:             5            120  com.sun.tools.javac.main.Main$Result (jdk.compiler@17.0.15)
 347:             5            120  com.sun.tools.javac.util.Log$WriterKind (jdk.compiler@17.0.15)
 348:             3            120  java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle (java.base@17.0.15)
 349:             3            120  java.lang.reflect.ProxyGenerator$ProxyMethod (java.base@17.0.15)
 350:             5            120  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base@17.0.15)
 351:             5            120  java.util.stream.StreamOpFlag$Type (java.base@17.0.15)
 352:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base@17.0.15)
 353:             2            112  [Ljava.nio.file.attribute.PosixFilePermission; (java.base@17.0.15)
 354:             1            112  [Ljava.time.LocalTime; (java.base@17.0.15)
 355:             7            112  java.lang.ThreadLocal (java.base@17.0.15)
 356:             2            112  java.nio.DirectIntBufferRU (java.base@17.0.15)
 357:             7            112  java.security.SecureClassLoader$CodeSourceKey (java.base@17.0.15)
 358:             7            112  java.util.LinkedHashSet (java.base@17.0.15)
 359:             7            112  jdk.internal.loader.ClassLoaderValue (java.base@17.0.15)
 360:             4            104  [Lcom.ibm.oomwatchdog.dump.strategy.DumpStrategy;
 361:             1            104  [Ljavax.lang.model.element.ElementKind; (java.compiler@17.0.15)
 362:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@17.0.15)
 363:             1            104  java.util.jar.JarFile$JarFileEntry (java.base@17.0.15)
 364:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@17.0.15)
 365:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@17.0.15)
 366:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@17.0.15)
 367:             2             96  [Lcom.sun.tools.javac.comp.Resolve$VerboseResolutionMode; (jdk.compiler@17.0.15)
 368:             2             96  [Lcom.sun.tools.javac.util.JCDiagnostic$DiagnosticFlag; (jdk.compiler@17.0.15)
 369:             3             96  [Lcom.sun.tools.javac.util.JCDiagnostic$Fragment; (jdk.compiler@17.0.15)
 370:             2             96  [Ljava.lang.System$Logger$Level; (java.base@17.0.15)
 371:             3             96  [Ljava.lang.Thread; (java.base@17.0.15)
 372:             3             96  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@17.0.15)
 373:             4             96  [Ljava.security.ProtectionDomain; (java.base@17.0.15)
 374:             2             96  [Ljava.time.DayOfWeek; (java.base@17.0.15)
 375:             1             96  [Lsun.util.locale.BaseLocale; (java.base@17.0.15)
 376:             2             96  [S (java.base@17.0.15)
 377:             4             96  com.ibm.oomwatchdog.dump.DumpType
 378:             4             96  com.ibm.oomwatchdog.model.OomRiskLevel
 379:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping (java.management@17.0.15)
 380:             2             96  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@17.0.15)
 381:             4             96  com.sun.tools.javac.code.Kinds$Kind$Category (jdk.compiler@17.0.15)
 382:             4             96  com.sun.tools.javac.code.Symbol$ModuleResolutionFlags (jdk.compiler@17.0.15)
 383:             4             96  com.sun.tools.javac.code.TypeAnnotationPosition$TypePathEntryKind (jdk.compiler@17.0.15)
 384:             4             96  com.sun.tools.javac.comp.DeferredAttr$AttributionMode (jdk.compiler@17.0.15)
 385:             4             96  com.sun.tools.javac.comp.Resolve$ReferenceLookupResult$StaticKind (jdk.compiler@17.0.15)
 386:             3             96  com.sun.tools.javac.jvm.Profile (jdk.compiler@17.0.15)
 387:             4             96  com.sun.tools.javac.main.Option$OptionGroup (jdk.compiler@17.0.15)
 388:             4             96  com.sun.tools.javac.parser.JavacParser$ParensResult (jdk.compiler@17.0.15)
 389:             4             96  com.sun.tools.javac.parser.Tokens$Token$Tag (jdk.compiler@17.0.15)
 390:             4             96  com.sun.tools.javac.util.JCDiagnostic$DiagnosticType (jdk.compiler@17.0.15)
 391:             3             96  java.io.File (java.base@17.0.15)
 392:             3             96  java.lang.ClassValue$Entry (java.base@17.0.15)
 393:             3             96  java.lang.Runtime$Version (java.base@17.0.15)
 394:             3             96  java.lang.invoke.SimpleMethodHandle (java.base@17.0.15)
 395:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@17.0.15)
 396:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@17.0.15)
 397:             4             96  java.nio.file.FileVisitResult (java.base@17.0.15)
 398:             4             96  java.text.Normalizer$Form (java.base@17.0.15)
 399:             2             96  java.time.zone.ZoneOffsetTransitionRule (java.base@17.0.15)
 400:             4             96  java.util.ArrayDeque (java.base@17.0.15)
 401:             4             96  java.util.Collections$SetFromMap (java.base@17.0.15)
 402:             6             96  java.util.regex.Pattern$BranchConn (java.base@17.0.15)
 403:             4             96  java.util.regex.Pattern$Qtype (java.base@17.0.15)
 404:             4             96  java.util.stream.StreamShape (java.base@17.0.15)
 405:             4             96  javax.lang.model.element.NestingKind (java.compiler@17.0.15)
 406:             3             96  javax.management.MBeanConstructorInfo (java.management@17.0.15)
 407:             2             96  javax.management.openmbean.TabularType (java.management@17.0.15)
 408:             4             96  javax.tools.JavaFileObject$Kind (java.compiler@17.0.15)
 409:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@17.0.15)
 410:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@17.0.15)
 411:             4             96  jdk.internal.math.FormattedFloatingDecimal$Form (java.base@17.0.15)
 412:             2             96  sun.nio.cs.StreamEncoder (java.base@17.0.15)
 413:             2             96  sun.nio.cs.UTF_8$Encoder (java.base@17.0.15)
 414:             4             96  sun.reflect.annotation.AnnotationInvocationHandler (java.base@17.0.15)
 415:             3             96  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@17.0.15)
 416:             3             96  sun.reflect.generics.repository.ClassRepository (java.base@17.0.15)
 417:             1             88  [Lcom.sun.tools.javac.code.Kinds$Kind; (jdk.compiler@17.0.15)
 418:             1             88  [Lcom.sun.tools.javac.code.Kinds$KindName; (jdk.compiler@17.0.15)
 419:             1             88  java.text.DecimalFormatSymbols (java.base@17.0.15)
 420:             1             88  sun.reflect.misc.MethodUtil (java.base@17.0.15)
 421:             2             80  [Lcom.sun.tools.javac.api.DiagnosticFormatter$Configuration$DiagnosticPart; (jdk.compiler@17.0.15)
 422:             2             80  [Lcom.sun.tools.javac.code.Directive$RequiresFlag; (jdk.compiler@17.0.15)
 423:             1             80  [Lcom.sun.tools.javac.code.Source; (jdk.compiler@17.0.15)
 424:             2             80  [Lcom.sun.tools.javac.comp.Infer$InferenceStep; (jdk.compiler@17.0.15)
 425:             2             80  [Lcom.sun.tools.javac.util.Log$WriterKind; (jdk.compiler@17.0.15)
 426:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@17.0.15)
 427:             1             80  [Ljava.net.InetAddress; (java.base@17.0.15)
 428:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@17.0.15)
 429:             1             80  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@17.0.15)
 430:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@17.0.15)
 431:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@17.0.15)
 432:             2             80  java.io.BufferedWriter (java.base@17.0.15)
 433:             2             80  java.io.PrintStream (java.base@17.0.15)
 434:             2             80  java.lang.ModuleLayer (java.base@17.0.15)
 435:             2             80  java.lang.module.Configuration (java.base@17.0.15)
 436:             5             80  java.util.HashMap$KeySet (java.base@17.0.15)
 437:             2             80  java.util.Locale$Category (java.base@17.0.15)
 438:             1             80  java.util.zip.ZipFile$Source (java.base@17.0.15)
 439:             1             80  jdk.internal.icu.impl.NormalizerImpl (java.base@17.0.15)
 440:             2             80  jdk.internal.ref.Cleaner (java.base@17.0.15)
 441:             1             80  jdk.internal.reflect.DelegatingClassLoader (java.base@17.0.15)
 442:             5             80  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base@17.0.15)
 443:             2             80  sun.management.MemoryManagerImpl (java.management@17.0.15)
 444:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@17.0.15)
 445:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@17.0.15)
 446:             1             72  [Lcom.sun.tools.javac.jvm.ClassFile$Version; (jdk.compiler@17.0.15)
 447:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@17.0.15)
 448:             1             72  [Ljavax.tools.StandardLocation; (java.compiler@17.0.15)
 449:             3             72  com.sun.tools.javac.code.Attribute$RetentionPolicy (jdk.compiler@17.0.15)
 450:             3             72  com.sun.tools.javac.code.BoundKind (jdk.compiler@17.0.15)
 451:             3             72  com.sun.tools.javac.code.Symbol$ModuleFlags (jdk.compiler@17.0.15)
 452:             3             72  com.sun.tools.javac.code.Type$UndetVar$Kind (jdk.compiler@17.0.15)
 453:             1             72  com.sun.tools.javac.code.TypeAnnotationPosition (jdk.compiler@17.0.15)
 454:             3             72  com.sun.tools.javac.code.TypeAnnotationPosition$TypePathEntry (jdk.compiler@17.0.15)
 455:             3             72  com.sun.tools.javac.comp.Infer$GraphInferenceSteps (jdk.compiler@17.0.15)
 456:             3             72  com.sun.tools.javac.comp.Operators$ComparisonKind (jdk.compiler@17.0.15)
 457:             3             72  com.sun.tools.javac.main.Arguments$ErrorMode (jdk.compiler@17.0.15)
 458:             3             72  com.sun.tools.javac.main.JavaCompiler$CompilePolicy (jdk.compiler@17.0.15)
 459:             3             72  com.sun.tools.javac.main.JavaCompiler$ImplicitSourcePolicy (jdk.compiler@17.0.15)
 460:             3             72  com.sun.tools.javac.main.Option$ArgKind (jdk.compiler@17.0.15)
 461:             3             72  com.sun.tools.javac.main.Option$OptionKind (jdk.compiler@17.0.15)
 462:             3             72  com.sun.tools.javac.main.Option$PkgInfo (jdk.compiler@17.0.15)
 463:             3             72  com.sun.tools.javac.parser.Tokens$Comment$CommentStyle (jdk.compiler@17.0.15)
 464:             3             72  com.sun.tools.javac.util.BasicDiagnosticFormatter$BasicConfiguration$BasicFormatKind (jdk.compiler@17.0.15)
 465:             3             72  com.sun.tools.javac.util.Bits$BitsState (jdk.compiler@17.0.15)
 466:             3             72  com.sun.tools.javac.util.List (jdk.compiler@17.0.15)
 467:             3             72  com.sun.tools.javac.util.RichDiagnosticFormatter$RichConfiguration$RichFormatterFeature (jdk.compiler@17.0.15)
 468:             3             72  com.sun.tools.javac.util.RichDiagnosticFormatter$WhereClauseKind (jdk.compiler@17.0.15)
 469:             3             72  java.lang.WeakPairMap (java.base@17.0.15)
 470:             3             72  java.lang.annotation.RetentionPolicy (java.base@17.0.15)
 471:             3             72  java.nio.file.AccessMode (java.base@17.0.15)
 472:             3             72  java.nio.file.FileTreeWalker$EventType (java.base@17.0.15)
 473:             3             72  java.security.BasicPermissionCollection (java.base@17.0.15)
 474:             3             72  java.security.SecurityPermission (java.base@17.0.15)
 475:             3             72  java.time.zone.ZoneOffsetTransitionRule$TimeDefinition (java.base@17.0.15)
 476:             3             72  java.util.LinkedList$Node (java.base@17.0.15)
 477:             3             72  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@17.0.15)
 478:             1             72  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@17.0.15)
 479:             1             72  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask (java.base@17.0.15)
 480:             1             72  java.util.concurrent.ThreadPoolExecutor (java.base@17.0.15)
 481:             3             72  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@17.0.15)
 482:             3             72  java.util.stream.Collector$Characteristics (java.base@17.0.15)
 483:             3             72  java.util.stream.MatchOps$MatchKind (java.base@17.0.15)
 484:             3             72  jdk.internal.icu.util.CodePointTrie$ValueWidth (java.base@17.0.15)
 485:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@17.0.15)
 486:             3             72  jdk.internal.misc.Signal (java.base@17.0.15)
 487:             3             72  sun.management.ManagementFactoryHelper$1 (java.management@17.0.15)
 488:             3             72  sun.reflect.generics.tree.ClassSignature (java.base@17.0.15)
 489:             3             72  sun.reflect.generics.tree.FormalTypeParameter (java.base@17.0.15)
 490:             2             64  [Lcom.ibm.oomwatchdog.dump.DumpType;
 491:             2             64  [Lcom.sun.tools.javac.code.Symbol$ModuleFlags; (jdk.compiler@17.0.15)
 492:             2             64  [Lcom.sun.tools.javac.code.Symbol$ModuleResolutionFlags; (jdk.compiler@17.0.15)
 493:             2             64  [Lcom.sun.tools.javac.code.Type$UndetVar$InferenceBound; (jdk.compiler@17.0.15)
 494:             2             64  [Lcom.sun.tools.javac.comp.Analyzer$AnalyzerMode; (jdk.compiler@17.0.15)
 495:             1             64  [Lcom.sun.tools.javac.comp.CompileStates$CompileState; (jdk.compiler@17.0.15)
 496:             1             64  [Lcom.sun.tools.javac.comp.Operators$OperatorType; (jdk.compiler@17.0.15)
 497:             2             64  [Lcom.sun.tools.javac.util.BasicDiagnosticFormatter$BasicConfiguration$BasicFormatKind; (jdk.compiler@17.0.15)
 498:             2             64  [Lcom.sun.tools.javac.util.RichDiagnosticFormatter$RichConfiguration$RichFormatterFeature; (jdk.compiler@17.0.15)
 499:             2             64  [Lcom.sun.tools.javac.util.RichDiagnosticFormatter$WhereClauseKind; (jdk.compiler@17.0.15)
 500:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@17.0.15)
 501:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@17.0.15)
 502:             2             64  [Ljava.nio.charset.CoderResult; (java.base@17.0.15)
 503:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@17.0.15)
 504:             2             64  [Ljavax.tools.JavaFileObject$Kind; (java.compiler@17.0.15)
 505:             2             64  [Lsun.nio.fs.NativeBuffer; (java.base@17.0.15)
 506:             1             64  com.ibm.oomwatchdog.config.WatchdogConfig
 507:             2             64  com.sun.tools.javac.comp.Flow$FlowKind (jdk.compiler@17.0.15)
 508:             1             64  com.sun.tools.javac.main.Option$22 (jdk.compiler@17.0.15)
 509:             2             64  java.io.BufferedOutputStream (java.base@17.0.15)
 510:             2             64  java.io.FileOutputStream (java.base@17.0.15)
 511:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@17.0.15)
 512:             2             64  java.nio.DirectByteBuffer$Deallocator (java.base@17.0.15)
 513:             1             64  java.text.DateFormatSymbols (java.base@17.0.15)
 514:             2             64  java.time.zone.ZoneOffsetTransition (java.base@17.0.15)
 515:             2             64  java.util.ArrayList$SubList (java.base@17.0.15)
 516:             4             64  java.util.HashMap$EntrySet (java.base@17.0.15)
 517:             2             64  java.util.HexFormat (java.base@17.0.15)
 518:             2             64  java.util.JumboEnumSet (java.base@17.0.15)
 519:             4             64  java.util.LinkedHashMap$LinkedKeySet (java.base@17.0.15)
 520:             2             64  java.util.PropertyPermission (java.base@17.0.15)
 521:             4             64  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@17.0.15)
 522:             4             64  java.util.concurrent.locks.ReentrantLock (java.base@17.0.15)
 523:             1             64  java.util.logging.LogManager$RootLogger (java.logging@17.0.15)
 524:             4             64  java.util.regex.Pattern$$Lambda$19/0x800000025 (java.base@17.0.15)
 525:             1             64  java.util.zip.Inflater (java.base@17.0.15)
 526:             4             64  jdk.internal.module.ServicesCatalog (java.base@17.0.15)
 527:             4             64  jdk.proxy1.$Proxy1 (jdk.proxy1)
 528:             2             64  sun.nio.fs.NativeBuffer (java.base@17.0.15)
 529:             2             64  sun.reflect.annotation.AnnotationType (java.base@17.0.15)
 530:             1             56  [Lcom.sun.tools.javac.util.Dependencies$CompletionCause; (jdk.compiler@17.0.15)
 531:             1             56  [Ljava.lang.Runnable; (java.base@17.0.15)
 532:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@17.0.15)
 533:             3             56  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@17.0.15)
 534:             1             56  [[I (java.base@17.0.15)
 535:             1             56  com.sun.tools.javac.main.Option$1 (jdk.compiler@17.0.15)
 536:             1             56  com.sun.tools.javac.main.Option$10 (jdk.compiler@17.0.15)
 537:             1             56  com.sun.tools.javac.main.Option$11 (jdk.compiler@17.0.15)
 538:             1             56  com.sun.tools.javac.main.Option$12 (jdk.compiler@17.0.15)
 539:             1             56  com.sun.tools.javac.main.Option$13 (jdk.compiler@17.0.15)
 540:             1             56  com.sun.tools.javac.main.Option$14 (jdk.compiler@17.0.15)
 541:             1             56  com.sun.tools.javac.main.Option$15 (jdk.compiler@17.0.15)
 542:             1             56  com.sun.tools.javac.main.Option$16 (jdk.compiler@17.0.15)
 543:             1             56  com.sun.tools.javac.main.Option$17 (jdk.compiler@17.0.15)
 544:             1             56  com.sun.tools.javac.main.Option$18 (jdk.compiler@17.0.15)
 545:             1             56  com.sun.tools.javac.main.Option$19 (jdk.compiler@17.0.15)
 546:             1             56  com.sun.tools.javac.main.Option$2 (jdk.compiler@17.0.15)
 547:             1             56  com.sun.tools.javac.main.Option$20 (jdk.compiler@17.0.15)
 548:             1             56  com.sun.tools.javac.main.Option$21 (jdk.compiler@17.0.15)
 549:             1             56  com.sun.tools.javac.main.Option$23 (jdk.compiler@17.0.15)
 550:             1             56  com.sun.tools.javac.main.Option$24 (jdk.compiler@17.0.15)
 551:             1             56  com.sun.tools.javac.main.Option$25 (jdk.compiler@17.0.15)
 552:             1             56  com.sun.tools.javac.main.Option$26 (jdk.compiler@17.0.15)
 553:             1             56  com.sun.tools.javac.main.Option$27 (jdk.compiler@17.0.15)
 554:             1             56  com.sun.tools.javac.main.Option$28 (jdk.compiler@17.0.15)
 555:             1             56  com.sun.tools.javac.main.Option$29 (jdk.compiler@17.0.15)
 556:             1             56  com.sun.tools.javac.main.Option$3 (jdk.compiler@17.0.15)
 557:             1             56  com.sun.tools.javac.main.Option$30 (jdk.compiler@17.0.15)
 558:             1             56  com.sun.tools.javac.main.Option$31 (jdk.compiler@17.0.15)
 559:             1             56  com.sun.tools.javac.main.Option$32 (jdk.compiler@17.0.15)
 560:             1             56  com.sun.tools.javac.main.Option$33 (jdk.compiler@17.0.15)
 561:             1             56  com.sun.tools.javac.main.Option$34 (jdk.compiler@17.0.15)
 562:             1             56  com.sun.tools.javac.main.Option$35 (jdk.compiler@17.0.15)
 563:             1             56  com.sun.tools.javac.main.Option$36 (jdk.compiler@17.0.15)
 564:             1             56  com.sun.tools.javac.main.Option$37 (jdk.compiler@17.0.15)
 565:             1             56  com.sun.tools.javac.main.Option$38 (jdk.compiler@17.0.15)
 566:             1             56  com.sun.tools.javac.main.Option$39 (jdk.compiler@17.0.15)
 567:             1             56  com.sun.tools.javac.main.Option$4 (jdk.compiler@17.0.15)
 568:             1             56  com.sun.tools.javac.main.Option$5 (jdk.compiler@17.0.15)
 569:             1             56  com.sun.tools.javac.main.Option$6 (jdk.compiler@17.0.15)
 570:             1             56  com.sun.tools.javac.main.Option$7 (jdk.compiler@17.0.15)
 571:             1             56  com.sun.tools.javac.main.Option$8 (jdk.compiler@17.0.15)
 572:             1             56  com.sun.tools.javac.main.Option$9 (jdk.compiler@17.0.15)
 573:             1             56  java.io.FileCleanable (java.base@17.0.15)
 574:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@17.0.15)
 575:             1             56  java.net.SocketPermission (java.base@17.0.15)
 576:             1             56  java.util.jar.JarFile (java.base@17.0.15)
 577:             1             56  java.util.logging.LogManager (java.logging@17.0.15)
 578:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@17.0.15)
 579:             1             48  [Lcom.sun.tools.javac.code.Symbol$OperatorSymbol$AccessCode; (jdk.compiler@17.0.15)
 580:             2             48  [Lcom.sun.tools.javac.code.TypeMetadata$Entry$Kind; (jdk.compiler@17.0.15)
 581:             2             48  [Lcom.sun.tools.javac.jvm.ClassReader$AttributeKind; (jdk.compiler@17.0.15)
 582:             3             48  [Ljava.lang.StackTraceElement; (java.base@17.0.15)
 583:             3             48  [Ljava.lang.annotation.Annotation; (java.base@17.0.15)
 584:             1             48  [Ljava.lang.management.MemoryPoolMXBean; (java.management@17.0.15)
 585:             2             48  [Ljava.lang.reflect.TypeVariable; (java.base@17.0.15)
 586:             1             48  [Ljava.math.RoundingMode; (java.base@17.0.15)
 587:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@17.0.15)
 588:             1             48  [[Ljava.lang.Object; (java.base@17.0.15)
 589:             1             48  com.ibm.oomwatchdog.monitor.OomWatchdog
 590:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry (java.management@17.0.15)
 591:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings (java.management@17.0.15)
 592:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap (java.management@17.0.15)
 593:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap (java.management@17.0.15)
 594:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap (java.management@17.0.15)
 595:             2             48  com.sun.source.tree.MemberReferenceTree$ReferenceMode (jdk.compiler@17.0.15)
 596:             2             48  com.sun.tools.javac.api.DiagnosticFormatter$Configuration$MultilineLimit (jdk.compiler@17.0.15)
 597:             2             48  com.sun.tools.javac.code.Scope$LookupKind (jdk.compiler@17.0.15)
 598:             2             48  com.sun.tools.javac.code.Source$Feature$DiagKind (jdk.compiler@17.0.15)
 599:             2             48  com.sun.tools.javac.comp.DeferredAttr$AttrMode (jdk.compiler@17.0.15)
 600:             2             48  com.sun.tools.javac.comp.Resolve$MethodResolutionPhase (jdk.compiler@17.0.15)
 601:             2             48  com.sun.tools.javac.jvm.ClassReader$AttributeKind (jdk.compiler@17.0.15)
 602:             2             48  com.sun.tools.javac.main.Option$ChoiceKind (jdk.compiler@17.0.15)
 603:             2             48  com.sun.tools.javac.tree.JCTree$JCOperatorExpression$OperandPos (jdk.compiler@17.0.15)
 604:             2             48  com.sun.tools.javac.tree.JCTree$JCPolyExpression$PolyKind (jdk.compiler@17.0.15)
 605:             2             48  com.sun.tools.javac.util.BasicDiagnosticFormatter$BasicConfiguration$SourcePosition (jdk.compiler@17.0.15)
 606:             1             48  com.sun.tools.javac.util.DiagnosticSource$1 (jdk.compiler@17.0.15)
 607:             2             48  java.io.File$PathStatus (java.base@17.0.15)
 608:             2             48  java.io.OutputStreamWriter (java.base@17.0.15)
 609:             2             48  java.lang.ClassValue$Version (java.base@17.0.15)
 610:             1             48  java.lang.NullPointerException (java.base@17.0.15)
 611:             1             48  java.lang.ProcessHandleImpl (java.base@17.0.15)
 612:             2             48  java.lang.StringBuilder (java.base@17.0.15)
 613:             2             48  java.lang.ThreadLocal$ThreadLocalMap (java.base@17.0.15)
 614:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@17.0.15)
 615:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@17.0.15)
 616:             2             48  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@17.0.15)
 617:             2             48  java.lang.reflect.ReflectPermission (java.base@17.0.15)
 618:             2             48  java.net.Inet4Address (java.base@17.0.15)
 619:             3             48  java.nio.charset.CodingErrorAction (java.base@17.0.15)
 620:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@17.0.15)
 621:             3             48  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet (java.base@17.0.15)
 622:             3             48  java.util.LinkedHashMap$LinkedEntrySet (java.base@17.0.15)
 623:             3             48  java.util.LinkedHashMap$LinkedValues (java.base@17.0.15)
 624:             3             48  java.util.Optional (java.base@17.0.15)
 625:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@17.0.15)
 626:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@17.0.15)
 627:             2             48  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@17.0.15)
 628:             1             48  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@17.0.15)
 629:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync (java.base@17.0.15)
 630:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@17.0.15)
 631:             2             48  java.util.logging.LoggingPermission (java.logging@17.0.15)
 632:             2             48  java.util.regex.Pattern$$Lambda$21/0x80000002a (java.base@17.0.15)
 633:             3             48  java.util.regex.Pattern$BitClass (java.base@17.0.15)
 634:             2             48  java.util.regex.Pattern$BmpCharPredicate$$Lambda$22/0x80000002b (java.base@17.0.15)
 635:             2             48  java.util.regex.Pattern$CharPropertyGreedy (java.base@17.0.15)
 636:             1             48  java.util.regex.Pattern$GroupCurly (java.base@17.0.15)
 637:             2             48  java.util.regex.Pattern$Start (java.base@17.0.15)
 638:             2             48  javax.management.NotificationBroadcasterSupport (java.management@17.0.15)
 639:             1             48  jdk.internal.icu.util.CodePointTrie$Fast16 (java.base@17.0.15)
 640:             2             48  jdk.internal.icu.util.CodePointTrie$Type (java.base@17.0.15)
 641:             1             48  jdk.internal.jimage.ImageHeader (java.base@17.0.15)
 642:             2             48  jdk.internal.jimage.ImageReader (java.base@17.0.15)
 643:             1             48  jdk.internal.loader.URLClassPath$JarLoader (java.base@17.0.15)
 644:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@17.0.15)
 645:             1             48  jdk.management.jfr.FlightRecorderMXBeanImpl (jdk.management.jfr@17.0.15)
 646:             2             48  sun.nio.ch.Util$BufferCache (java.base@17.0.15)
 647:             2             48  sun.nio.fs.NativeBuffer$Deallocator (java.base@17.0.15)
 648:             2             48  sun.reflect.generics.scope.ClassScope (java.base@17.0.15)
 649:             2             48  sun.util.locale.provider.LocaleServiceProviderPool (java.base@17.0.15)
 650:             1             48  sun.util.resources.TimeZoneNames (java.base@17.0.15)
 651:             1             48  sun.util.resources.TimeZoneNames_en (java.base@17.0.15)
 652:             1             48  sun.util.resources.cldr.TimeZoneNames (java.base@17.0.15)
 653:             1             48  sun.util.resources.cldr.TimeZoneNames_en (java.base@17.0.15)
 654:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry; (java.management@17.0.15)
 655:             1             40  [Lcom.sun.tools.javac.main.Main$Result; (jdk.compiler@17.0.15)
 656:             1             40  [Ljava.lang.Thread$State; (java.base@17.0.15)
 657:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@17.0.15)
 658:             2             40  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@17.0.15)
 659:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@17.0.15)
 660:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@17.0.15)
 661:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@17.0.15)
 662:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor (java.management@17.0.15)
